"price","bedrooms","bathrooms","addr"
"3,200","2","1","307 W 114th St #4C"
"4,750","2","1","310 Greenwich St #31013H"
"3,600","2","1","129 1st Ave #2B"
"3,345","2","2","444 Manhattan Ave #5A"
"2,195","1","1","131 E 83rd St #3B"
"2,495","1","1","326 E 35th St #21"
"2,800","1","1","315 W 82nd St #4A"
"3,600","1","1","405 E 56th St #6B"
"6,200","3","1","537 Hudson St #7"
"12,850","3","3","108 E 81st St #5B"
"3,595","1","1","560 Hudson St #1"
"5,495","2","1","351 W 54th St #7A"
"5,349","3","2","260 W 54th St #47I"
"3,600","2","1","324 E 52nd St #3B"
"7,500","3","3","401 E 60th St #33B"
"3,800","1","1","310 W 52nd St #7C"
"29,000","5","5","525 Park Ave #7AB"
"4,900","1","1","211 E 70th St #26F"
"2,164","2","1","2524 Adam Clayton Powell Jr Blvd #3D"
"2,950","1","1","562 W End Ave #6F"
"8,500","2","2","70 Little West St #10L"
"17,500","2","2","284 Lafayette St #6"
"2,250","1","1","243 W End Ave #506"
"26,000","3","3","199 Mott St #PH"
"3,323","1","1","200 W 72nd St #6N"
"1,615","1","1","700 W 192nd St #705"
"9,500","2","2","35 Mercer St #3E"
"2,300","2","1","5000 Broadway #5E"
"2,850","1","1","88 Greenwich St #1317"
"2,375","2","1","124 E 117th St #1C"
"6,250","1","1","40 Central Park S #2B"
"14,000","4","3","359 W 11th St #2AB"
"2,700","1","1","317 W 76th St #4F"
"2,750","1","1","127 Lexington Ave #3"
"2,700","2","1","225 E 35th St #4"
"2,750","3","1","2171 3rd Ave #1B"
"1,995","1","1","1465 5th Ave #4G"
"2,300","1","1","204 W 96th St #4D"
"4,600","1","9","75 Leonard St #2SW"
"2,950","1","9","300 E 40th St #33L"
"8,300","2","2","400 E 51st St #18B"
"3,525","1","1","285 W 12th St #3A"
"3,200","1","1","350 W 42nd St #17E"
"10,500","2","2","46 Warren St #2"
"7,250","3","3","890 W End Ave #2A"
"3,450","1","1","201 W 77th St #11F"
"2,995","1","1","321 E 48th St #6F"
"2,800","1","1","330 E 70th St #6B"
"2,099","1","1","102 E 116th St #1B"
"4,500","2","1","412 W 36th St #2A"
"2,099","1","9","76 E 1st St #4D"
"2,100","3","1","422 E 120th St #4"
"4,300","1","1","200 E 61st St #26B"
"22,000","3","3","56 Leonard St #29BW"
"7,800","1","1","160 Central Park S #2307"
"3,000","1","1","203 W 84th St #2A"
"2,995","1","1","351 Amsterdam Ave #5S"
"3,600","1","1","605 W 112th St #1G"
"3,050","2","1","212 W 104th St #4D"
"3,200","1","9","56 7th Ave #5G"
"3,395","1","1","51 Leroy St #5A"
"8,000","2","2","210 Lafayette St #8A"
"3,750","2","1","173 W 85th St #6"
"9,600","3","3","50 E 72nd St #8B"
"8,800","3","2","322 W 57th St #27U1"
"7,950","2","2","715 Park Ave #7D"
"5,750","2","2","77 Park Ave #10D"
"16,000","4","3","151 E 85th St #15C"
"8,861","2","2","200 W 72nd St #15F"
"2,300","1","8","346 W 52nd St #4A"
"5,999","2","2","111 W 67th St #27F"
"4,900","2","1","15 Broad St #2206"
"3,695","2","1","230 E 32nd St #3A"
"6,050","3","2","184 Lexington Ave #9A"
"2,995","1","1","428 W 49th St #5A"
"20,000","3","3","160 W 66th St #59D"
"3,895","1","1","5 E 63rd St #4B"
"5,350","2","2","310 Greenwich St #31031K"
"7,150","2","2","111 E 80th St #4C"
"2,995","1","8","111 W 67th St #23P"
"3,595","1","1","248 Mott St #24"
"4,195","2","1","134 Orchard St #3"
"19,500","3","3","31 W 11th St #6A"
"2,725","2","1","215 W 116th St #3E"
"6,500","1","1","36 Gramercy Park E #PHB"
"3,117","1","1","211 7th Ave #3A"
"5,195","2","2","301 E 79th St #25B"
"2,950","1","8","77 5th Ave #18C"
"2,390","1","8","165 Christopher St #1P"
"9,750","2","2","31 E 28th St #9E"
"3,295","2","1","330 E 35th St #54"
"2,425","1","1","405 E 69th St #2C"
"5,300","4","1","1428 Lexington Ave #1A"
"5,995","2","1","241 Eldridge St #2F"
"8,000","3","3","306 E 52nd St #PH"
"2,250","1","8","313 E 56th St #3B"
"3,650","1","1","2000 Broadway #16B"
"3,299","1","1","108 E 66th St #2B"
"3,495","3","1","325 E 90th St #5W"
"3,600","1","1","150 E 39th St #1601"
"3,795","2","1","444 W 44th St #2"
"4,595","1","1","300 E 56th St #33H"
"8,500","1","1","11 Madison Ave #10B"
"7,000","2","2","200 E 64th St #4D"
"1,850","1","8","435 E 85th St #25"
"10,950","3","2","177 E 77th St #5A"
"3,400","2","1","3 W 122nd St #1D"
"15,000","3","3","505 Greenwich St #6H"
"6,000","1","1","235 W End Ave #PHC"
"2,195","2","1","420 E 120th St #2"
"2,195","1","1","52 W 91st St #10"
"2,800","1","8","392 Central Park W #5T"
"7,500","2","2","3 Lincoln Ctr #42G"
"3,900","2","1","430 E 77th St #LF"
"16,900","4","3","257 W 17th St #PHB"
"3,200","2","1","211 Avenue A #26"
"8,995","2","2","225 5th Ave #4A"
"28,500","4","4","985 5th Ave #PHB"
"11,500","3","2","304 Spring St #4W"
"2,800","1","8","117 Bank St #B"
"2,250","1","8","338 E 11th St #5"
"3,300","2","1","504 E 12th St #16"
"2,700","1","1","120 E 4th St #1J"
"4,200","1","2","20 Pine St #2606"
"5,800","1","1","305 E 51st St #12D"
"7,450","2","2","2 Columbus Ave #26C"
"2,800","1","1","266 W 11th St #3RW"
"6,200","2","2","1600 Broadway #9C"
"39,000","5","4","456 Washington St #9A"
"2,900","1","8","350 W 57th St #14C"
"13,500","1","1","6 Bond St #3"
"3,600","2","1","504 E 12th St #13"
"4,295","3","1","980 2nd Ave #10"
"3,890","2","2","332 E 39th St #34"
"5,495","1","1","250 W 19th St #16B"
"4,350","1","1","72 Barrow St #6N"
"3,675","1","1","99 Battery Pl #26K"
"2,750","1","1","22 Jones St #BC"
"4,395","2","1","345 E 5th St #8"
"2,850","1","1","312 E 92nd St #5F"
"2,795","1","1","439 W 50th St #3RE"
"3,495","2","1","326 E 35th St #65"
"3,600","2","2","754 E 6th St #2C"
"4,795","2","1","232 Elizabeth St #6A"
"5,300","3","2","328 E 9th St #F2BJ"
"2,375","1","7","330 E 33rd St #14H"
"3,695","1","1","53 Leroy St #5B"
"3,800","2","1","E 5th St and Ave A"
"5,700","2","1","47 E 64th St #10A"
"5,500","2","2","401 E 60th St #5B"
"6,950","2","2","2 Cornelia St #202"
"12,000","5","3","85 E End Ave #11JK"
"3,750","3","2","E 102nd St and 1st Ave"
"2,542","1","1","328 W 49th St #1RE"
"2,375","1","1","418 E 77th St #15J"
"4,795","1","1","20 W 9th St #3F"
"3,800","2","1","E 5th St and Ave A"
"7,300","2","1","277 Church St #2"
"3,300","4","2","E 116th St and Pleasant Ave"
"5,995","3","1","243 W 98th St #4A"
"3,300","1","1","217 E 5th St #3"
"6,000","4","2","167 Avenue A #4J"
"4,500","2","2","562 W End Ave #4DE"
"2,100","1","1","1567 Lexington Ave #1"
"5,995","4","2","415 E 72nd St #6F"
"2,500","2","1","133 Seaman Ave #6G"
"7,250","2","2","201 W 72nd St #17B"
"1,925","1","1","228 E 116th St #6"
"6,499","3","2","74 W 69th St #3W"
"4,350","3","1","572 9th Ave #2"
"2,725","3","1","228 E 116th St #10"
"2,750","1","7","245 E 35th St #5K"
"4,695","2","1","55 W 88th St #PH"
"3,200","2","1","241 W 109th St #1A"
"3,400","2","2","234 W 148th St #2A"
"2,361","1","1","238 E 88th St #4S"
"2,800","1","1","11 Jones St #20"
"5,995","1","1","36 Gramercy Park E #PHC"
"3,200","2","1","309 W 114th St #3B"
"2,950","1","7","305 E 63rd St #6E"
"4,500","1","1","120 Riverside Blvd #14F"
"3,950","1","1","339 E 58th St #PHD"
"3,950","1","1","1 Irving Pl #U10D"
"3,950","1","7","8 W 9th St #7"
"4,300","1","1","120 Riverside Blvd #6F"
"3,100","1","7","111 Fulton St #622"
"3,100","2","1","118 W 109th St #4E"
"2,970","1","1","440 E 88th St #PHD"
"2,650","1","1","283 E 4th St #4B"
"4,800","2","2","333 E 79th St #7O"
"2,950","1","1","48 Bedford St #1A"
"14,000","2","2","800 5th Ave #28C"
"2,495","1","1","326 E 35th St #51"
"5,500","2","2","44 W 69th St #4B"
"1,700","1","1","1878 Lexington Ave #4B"
"3,400","2","1","300 W 110th St #19B"
"2,657","1","1","454 Manhattan Ave #4N"
"4,495","1","1","160 W 66th St #38J"
"5,032","2","1","785 W End Ave #15A"
"2,933","1","1","125 Riverside Dr #7F"
"6,250","5","2","350 Manhattan Ave #3F"
"3,300","2","1","316 W 94th St #1B"
"1,795","1","6","302 E 83rd St #D"
"4,600","1","1","415 W 23rd St #14E"
"9,500","2","2","50 West St #35A"
"2,400","1","6","45 Tudor City Pl #221"
"2,120","1","6","512 E 5th St #6"
"6,300","2","2","200 E 32nd St #27D"
"3,450","2","1","200 1st Ave #8"
"4,250","1","1","440 W 22nd St #3R"
"4,495","1","1","175 W 12th St #2J"
"10,900","2","2","140 E 63rd St #10A"
"3,299","2","1","575 Riverside Dr #44"
"13,500","3","3","3 W 73rd St #PH"
"2,800","1","6","240 Riverside Blvd #3J"
"3,462","1","1","404 E 76th St #6C"
"3,750","1","1","515 E 72nd St #5F"
"3,495","2","1","318 E 59th St #1B"
"4,016","3","1","405 E 12th St #PHB"
"8,500","2","2","21 Astor Pl #9A"
"2,600","1","6","201 E 89th St #2"
"2,325","2","1","312 E 106th St #19"
"15,000","2","2","205 E 59th St #23B"
"6,450","1","1","205 E 59th St #1801"
"18,000","4","4","14 E 4th St #1109"
"2,789","2","1","160 Claremont Ave #5C"
"3,147","1","6","245 E 80th St #7B"
"5,100","2","2","40 W 72nd St #42"
"5,650","2","2","237 E 34th St #2203"
"2,800","1","6","100 W 57th St #12B"
"15,000","3","2","421 Hudson St #620"
"13,500","2","2","22 Mercer St #2A"
"7,650","2","2","444 W 19th St #305"
"3,200","2","2","245 E 124th St #5A"
"1,850","1","6","160 E 91st St #3L"
"5,665","2","2","801 Amsterdam Ave #4B"
"8,000","2","2","641 5th Ave #32C"
"2,725","3","1","228 E 116th St #9"
"4,100","1","1","1280 5th Ave #10J"
"22,500","2","2","157 W 57th St #40C"
"6,500","2","2","205 E 59th St #14C"
"7,000","6","2","4 Manhattan Ave #5A"
"6,200","3","2","315 W 21st St #1G"
"3,900","2","2","257 W 117th St #3D"
"2,725","1","1","344 E 85th St"
"6,350","2","2","40 Prince St #6E"
"7,400","2","2","30 E 9th St #5G"
"7,950","2","2","322 W 57th St #43-K"
"5,796","3","2","50 W 93rd St #508D"
"3,600","1","1","1 West St #2611"
"5,850","2","2","184 Lexington Ave #17A"
"13,650","3","2","447 W 18th St #TH3"
"3,700","2","1","401 W 56th St #2D"
"5,600","3","2","23 W 116th St #8H"
"2,550","2","1","348 W 118th St #63"
"13,500","2","2","160 Central Park S #1009"
"2,045","1","6","444 Manhattan Ave #3B"
"2,900","1","1","201 E 36th St #6B"
"3,350","2","1","230 E 87th St #4B"
"2,500","1","1","227 E 89th St #4D"
"1,900","1","6","406 W 22nd St #5R"
"4,500","1","1","53 E 64th St #3A"
"4,995","4","1","339 W 51st St #G3"
"5,500","1","1","84-86 White St #8B"
"5,095","2","1","277 E 10th St #2"
"2,595","1","1","1590 Lexington Ave #20"
"2,375","2","1","318 E 106th St #2"
"2,500","2","1","325 W 42nd St #5R"
"3,600","1","1","301 E 21st St #5F"
"5,195","2","2","40 Harrison St #405K"
"2,595","1","5","225 E 86th St #1406"
"20,500","3","3","151 E 85th St #5E"
"3,400","1","1","145 E 15th St #6"
"2,995","2","1","120 E 102nd St #3B"
"26,500","3","2","471 Washington St #5"
"3,895","4","2","2329 1st Ave #1"
"3,300","1","1","330 E 49th St #8D"
"4,500","1","1","133 W 22nd St #4K"
"4,895","1","1","10 Jones St #5J"
"3,500","1","1","425 E 63rd St #E9E"
"3,300","1","1","340 E 29th St #7D"
"6,000","2","2","350 Albany St #10BC"
"3,195","1","1","379 E 10th St #1B"
"3,595","1","1","310 Greenwich St #3105G"
"5,025","2","2","380 Rector Pl #3L"
"7,000","2","2","205 E 59th St #22C"
"8,800","2","2","18 W 85th St #1"
"5,995","3","2","601 Hudson St #2A"
"3,350","1","1","201 W 77th St #10CC"
"5,950","1","1","302 W 12th St #2C"
"2,100","1","5","320 E 42nd St #303"
"2,950","1","1","190 Elizabeth St #4F"
"3,800","2","1","90 Chambers St #5F"
"4,750","1","1","301 W 57th St #24B"
"3,495","1","1","141 E 89th St"
"5,200","1","2","301 W 57th St #37A"
"4,303","2","1","228 Mott St #5A"
"3,600","2","1","112 W 72nd St #5A"
"15,000","2","2","23 E 22nd St #33A"
"3,350","2","1","749 9th Ave #305"
"5,100","3","1","170 E 2nd St #4F"
"2,450","1","1","38 W 75th St #4R"
"2,995","2","1","130 E 93rd St #4B"
"4,945","2","2","1500 Lexington Ave #12L"
"5,695","2","2","200 E 33rd St #22E"
"1,825","1","1","520 W 218th St #1F"
"6,000","2","2","475 W 142nd St #1"
"4,095","1","1","101 W 55th St #1212"
"3,500","1","1","401 W 45th St #PHD"
"2,350","1","1","319 W 138th St #2"
"3,400","1","1","125 Macdougal St #4A"
"20,000","4","2","83 Grand St #5"
"2,787","1","1","166 W 75th St #1605"
"2,800","1","5","95 Lexington Ave #5A"
"2,499","1","1","235 E 117th St #1C"
"3,345","1","1","405 Main St #28717"
"11,000","4","3","680 W End Ave #11B"
"2,295","1","1","97 E 7th St #3"
"2,375","2","1","411 E 114th St #4"
"3,395","2","2","333 E 102nd St #514"
"2,750","1","1","1955 1st Ave #434"
"3,595","1","1","222 W 83rd St #15H"
"2,700","1","5","323 W 96th St #813"
"6,184","3","1","72 Thompson St #1B"
"7,022","3","2","201 E 86th St #14C"
"7,900","3","3","650 W End Ave #10C"
"15,000","4","3","417 Park Ave #10E"
"14,995","4","4","213 E 26th St #CH"
"3,650","2","1","350 W 85th St #27"
"21,000","3","2","103 Greene St #3A"
"2,567","1","5","126 Elizabeth St #14B"
"3,199","3","1","126 E 103rd St #27"
"2,275","2","1","244 E 117th St #2F"
"2,600","1","5","310 E 23rd St #9H"
"3,400","1","1","245 E 54th St #6C"
"2,154","1","5","69 E 125th St #6F"
"2,245","2","1","19 Hamilton Ter #1A"
"3,300","1","5","10 Sheridan Sq #4B"
"2,550","2","1","10 Elizabeth St #4F"
"2,600","1","5","117 W 13th St #35"
"2,495","1","1","421 E 50th St #5R"
"3,300","2","1","61 E 3rd St #B"
"4,600","2","1","166 2nd Ave #6-A"
"4,900","2","2","80 John St #7G"
"5,300","2","2","166 2nd Ave #14K"
"2,375","2","1","216 E 118th St #1C"
"6,300","2","2","237 E 34th St #1902"
"3,595","2","1","330 E 35th St #35"
"5,041","3","2","249 E 48th St #20A"
"15,500","5","4","247 W 87th St #26"
"2,495","1","1","326 E 35th St #31"
"3,895","1","1","21 Bank St #3F"
"2,850","2","1","323 E 90th St #3W"
"13,000","1","1","97 Crosby St #1"
"2,750","1","1","512 E 82nd St #3C"
"6,700","1","1","525 Park Ave #14B"
"2,675","1","1","20 Avenue A #2G"
"3,495","2","1","1160 1st Ave #5N"
"4,395","1","1","54 Great Jones St #4"
"6,000","1","1","322 W 57th St #35P"
"4,500","1","1","150 Columbus Ave #10E"
"2,300","1","1","119 E 101st St #3B"
"2,395","2","1","620 W 152nd St #2"
"4,700","1","1","450 W 17th St #1110"
"3,400","2","1","211 Avenue A #5"
"2,950","1","1","325 E 10th St #F1A"
"3,350","2","1","W 86th St and Columbus Ave"
"2,350","1","1","313 W 116th St #4B"
"8,500","2","1","111 Wooster St #5C"
"3,400","2","1","500 E 11th St #4"
"1,700","1","4","102 E 116th St #4B"
"4,990","1","1","30 E 85th St #8A"
"4,995","3","1","10 W 74th St #LLD"
"5,000","2","1","250 W 85th St #12D"
"2,375","1","1","362 W 127th St #4B"
"3,204","1","1","123 Bank St #250"
"2,325","2","1","318 E 106th St #11"
"3,795","3","2","338 E 100th St #4B"
"1,925","1","1","235 E 117th St #6B"
"3,350","2","1","122 Orchard St #15"
"2,495","2","1","56 Bennett Ave #6I"
"7,600","2","2","194 W 10th St #2B"
"3,195","1","1","30 E 38th St #6B"
"3,200","1","1","57 E 77th St #9"
"2,500","1","1","302 W 87th St #43"
"3,750","1","1","9 Barrow St #2L"
"2,375","2","1","328 E 106th St #5"
"3,650","1","1","301 W 53rd St #19H"
"5,500","4","2","350 Manhattan Ave #1H"
"14,171","2","2","1 Union Sq S #30003"
"2,400","1","1","753 9th Ave #4B"
"4,995","1","1","449 W 22nd St #1"
"2,725","1","1","159 W 53rd St #15G"
"2,500","1","4","301 E 22nd St #5-G"
"2,995","1","1","317 W 95th St #4D"
"6,365","4","2","135 William St #7B"
"5,875","4","1","12 E 22nd St #7G"
"3,000","1","1","220 W 104th St #PHE"
"2,600","1","1","906 Amsterdam Ave #4-B"
"2,895","3","1","182 Claremont Ave #3"
"29,000","3","3","15 W 53rd St #42AF"
"4,500","1","1","44 E 12th St #5E"
"1,975","1","1","311 E 109th St #B"
"3,392","1","1","447 Hudson St #3R"
"30,000","1","2","130 W 44th St #HOLLYWOOD"
"40,000","1","2","130 W 44th St #GARDEN"
"5,300","3","1","7 E 14th St #9"
"2,875","1","1","245 E 54th St #28S"
"1,900","1","1","320 E 34th St #1A"
"4,495","1","1","85 E 10th St #6M"
"5,000","2","2","50 Battery Pl #6W"
"2,950","1","1","140 E 46th St #10H"
"2,933","2","2","178 E 117th St #4C"
"8,100","2","1","75 Bowery #PH"
"1,749","1","4","311 E 109th St #A"
"2,549","2","1","55 Tiemann Pl #45"
"3,695","1","1","30 W 60th St #12S"
"4,550","2","1","301 E 47th St #7D"
"3,295","2","1","53 E 95th St #3C"
"1,775","1","4","102 E 116th St #5B"
"10,900","2","2","34 W 22nd St #5THFL"
"2,550","1","4","224 W 13th St #2R"
"2,200","1","4","104 E 31st St #4C"
"2,500","1","4","211 E 35th St #6A"
"4,645","1","1","450 W 42nd St #31385"
"3,300","1","1","421 E 50th St #4F"
"2,100","2","1","58 E 130th St #2C"
"2,193","1","4","11 Waverly Pl #8L"
"2,820","2","1","203 W 85th St #54"
"30,000","1","2","130 W 44th St #HERITAGE"
"7,845","3","3","62 Leroy St #2BC"
"11,500","3","3","800 5th Ave #16B"
"3,600","1","4","240 E 86th St #16-F"
"8,125","2","2","200 W 72nd St #16D"
"1,995","1","1","829 9th Ave #1A"
"2,850","1","1","171 E 89th St #10E"
"3,780","1","1","801 Amsterdam Ave #6D"
"13,500","3","4","32 Orchard St #GROUNDFL"
"7,595","1","1","34 W 9th St #3"
"2,200","1","4","239 W 20th St #10"
"3,500","1","1","200 E 28th St #2E"
"2,835","1","1","359 E 62nd St #4A"
"3,650","1","1","101 W 23rd St #5D"
"3,300","1","1","72 Thompson St #4D"
"3,400","1","1","246 W 18th St #13"
"3,370","2","1","11 Waverly Pl #5A"
"3,150","1","4","85 John St #7H"
"2,500","1","1","440 3rd Ave #1F"
"1,975","1","4","330 E 83rd St #LC"
"3,200","1","1","350 W 50th St #3D"
"4,595","1","1","200 E 69th St #12E"
"2,216","1","4","11 Waverly Pl #6M"
"2,800","1","4","W 22nd St and 7th Ave"
"7,975","2","2","150 Nassau St #2A"
"3,200","1","1","14 W 88th St #1-B"
"4,400","1","1","220 E 72nd St #14-G"
"9,995","2","2","95 Horatio St #610"
"9,999","2","2","70 Charlton St #11F"
"3,992","2","1","11 Waverly Pl #3C"
"5,700","1","1","400 5th Ave #34F"
"1,600","1","4","860 W 181st St #7B"
"2,250","1","1","328 E 73rd St #1C"
"2,495","2","1","47 Delancey St #307"
"2,200","1","4","220 E 26th St #2F"
"4,895","2","1","350 W 37th St #26-F"
"2,929","1","1","152 E 22nd St #6C"
"8,500","3","3","115 E 89th St #8A"
"2,600","1","2","404 E 80th St #A"
"14,795","3","3","530 W 30th St #37013"
"1,695","1","1","196 Bradhurst Ave #36"
"2,500","1","4","236 E 47th St #18-D"
"4,500","1","1","150 W 51st St #1505"
"1,995","1","1","1883 Amsterdam Ave #1C"
"5,750","3","2","2056 5th Ave #2B"
"3,095","1","4","24 5th Ave #427"
"4,950","1","1","1113 York Ave #2C"
"4,300","1","1","420 E 61st St #41D"
"3,420","2","1","335 E 65th St #7"
"2,563","1","1","698 W End Ave #9F"
"3,061","2","1","464 Amsterdam Ave #5N"
"3,999","4","2","100 Edgecombe Ave #1"
"1,850","1","1","410 Saint Nicholas Ave #6B"
"3,500","1","1","630 1st Ave #30R"
"2,200","1","1","167 Bleecker St #16"
"4,800","1","1","23 Cleveland Pl #3"
"1,975","1","1","232 E 81st St #5B"
"6,500","2","2","525 E 72nd St #15I"
"4,100","3","2","1 Cabrini Blvd #5F"
"4,995","1","1","155 W 20th St #3D"
"3,400","2","1","500 E 11th St #1"
"8,695","2","2","252 7th Ave #12G"
"2,625","1","4","318 E 11th St #12"
"4,500","1","1","150 W 51st St #1505LE"
"15,000","2","2","520 W 28th St #18"
"15,600","5","3","93 Leonard St #6"
"2,799","1","1","175 Bleecker St #4"
"2,850","2","1","860 10th Ave #4R"
"17,000","3","2","125 Grand St #2E"
"2,300","2","1","312 W 142nd St #3R"
"4,400","1","4","80 Varick St #2D"
"3,500","1","1","150 W 51st St #835"
"8,000","2","2","84 Franklin St #2"
"3,650","2","1","502 9th Ave #12"
"2,300","1","1","470 Lenox Ave #7S"
"3,195","2","1","2147 2nd Ave #8B"
"4,400","3","2","150 E 91st St #31"
"4,467","1","1","245 E 80th St #9D"
"3,800","3","2","90 Pinehurst Ave #3C"
"2,750","3","1","277 W 150th St #19"
"2,995","1","3","85 John St #5A"
"2,764","1","3","515 9th Ave #5Q"
"2,900","2","1","445 E 78th St #5A"
"5,150","2","2","424 W End Ave #208"
"5,420","3","2","50 W 97th St #9A"
"2,789","2","1","160 Claremont Ave #3C"
"3,275","1","3","75 Wall St #24Q"
"6,925","4","2","92 Morningside Ave #4E"
"4,895","1","1","211 N End Ave #16J"
"8,350","2","2","20 River Ter #14L"
"2,100","1","1","206 E 124th St #1A"
"5,778","2","2","1 West St #2436"
"4,495","1","1","389 E 89th St #18A"
"4,395","1","1","80 N Moore St #8011E"
"3,795","1","1","40 Harrison St #TH312A"
"5,195","2","1","57 E 54th St #4"
"3,150","1","1","305 E 11th St #1G"
"4,725","1","1","310 Greenwich St #3104J"
"6,495","2","2","80 N Moore St #8038K"
"1,833","1","3","1272 Amsterdam Ave #2B"
"5,250","2","2","1991 Broadway #14B"
"2,050","2","1","19 Dongan Pl #3E"
"5,000","2","1","303 E 33rd St #6C"
"2,880","1","3","405 Main St #28758"
"2,600","2","1","63 Avenue D #3C"
"2,800","1","1","410 E 64th St #11"
"2,200","2","1","219 W 145th St #22"
"4,354","2","1","211 W 79th St #34"
"2,500","1","3","40 W 72nd St #91C"
"5,500","1","1","160 W 66th St #18B"
"2,600","1","1","243 W 71st St #3F"
"8,000","2","2","264 Water St #4A"
"3,950","2","1","405 E 61st St #2C"
"15,500","3","2","40 W 13th St #5R"
"5,865","3","2","131 Christopher St #2A"
"3,650","2","1","449 W 48th St #2W"
"4,150","2","1","53 Park Pl #9E"
"2,492","2","1","636 W 174th St #9A"
"4,200","1","1","348 E 51st St #F"
"5,489","2","2","25 Broad St #21M"
"2,300","1","1","408 W 48th St #5RW"
"9,500","2","2","2150 Broadway #12C"
"6,200","1","1","172 Madison Ave #11C"
"2,275","1","3","304 W 92nd St #5H"
"4,450","3","2","6 W 107th St #6C"
"18,500","3","3","50 West St #28C"
"1,900","1","1","272 W 115th St #2B"
"2,800","1","1","74 W 68th St #4D"
"4,182","1","1","25 Broad St #PHH"
"2,189","1","1","57 W 105th St #1C"
"2,675","1","1","88 W 3rd St #2B"
"3,190","1","3","515 E 72nd St #11E"
"2,595","1","1","302 Mott St #12"
"1,895","2","1","2509 Adam Clayton Powell Jr Blvd #20A"
"4,537","2","2","1735 York Ave #6B"
"3,095","1","1","350 E 30th St #3E"
"4,250","1","1","25 Minetta Ln #4D"
"6,975","2","2","247 W 46th St #2804"
"3,495","2","1","188 Suffolk St #1B"
"4,695","3","1","167 W 81st St #1W"
"4,177","1","2","229 W 60th St #26N"
"2,550","1","3","5 Tudor City Pl #1208"
"3,600","1","1","313 W 17th St #1R"
"8,770","2","2","200 Rector Pl #43D"
"2,700","1","1","200 E 58th St #10C"
"2,750","1","1","336 W 46th St #3R"
"2,995","2","1","23 Jones St #5"
"10,300","2","2","80 Franklin St #3"
"2,275","1","1","2223 3rd Ave #205"
"17,700","4","4","1st Ave and E 79th St"
"2,700","1","1","207 W 20th St #1B"
"2,890","2","1","124 Macdougal St #11"
"3,195","1","1","110 Sullivan St #1D"
"3,325","1","1","380 Rector Pl #16F"
"3,395","1","1","225 E 74th St #3-P"
"5,650","2","1","10 Jones St #6B"
"1,815","1","3","536 E 79th St #5B"
"3,300","1","3","200 W End Ave #7N"
"4,695","3","1","203 1st Ave #2"
"3,850","1","1","100 Riverside Blvd #14J"
"4,350","2","1","65 Bank St #22"
"6,795","3","2","125 Cedar St #2N"
"3,200","1","1","90 Bank St #2E"
"19,950","3","4","985 5th Ave #5B"
"3,400","2","1","103 Avenue A #3C"
"2,750","1","3","61 W 62nd St #23N"
"2,600","1","1","140 Claremont Ave #1G"
"2,200","1","3","176 W 86th St #2D"
"2,438","1","1","32 E 7th St #2E"
"2,550","1","3","67 E 2nd St #24"
"1,995","1","1","343 E 109th St #3A"
"29,500","6","6","40 E 94th St #31D"
"3,000","2","1","224 E 59th St #3"
"2,495","1","3","304 W 92nd St #PH"
"4,199","2","1","199 Prince St #22"
"5,500","1","1","123 Washington St #54G"
"2,750","2","1","17 W 125th St #5B"
"4,272","3","1","102 Norfolk St #16"
"2,400","1","1","417 E 9th St #7"
"2,995","1","3","720 Greenwich St #5L"
"6,250","3","2","1485 5th Ave #8A"
"2,700","2","1","1437 1st Ave #4FS"
"3,649","2","1","77 W 68th St #3A"
"3,300","1","1","10 Morton St #6A"
"2,700","1","3","310 E 23rd St #12C"
"1,650","1","1","609 W 186th St #42"
"3,999","2","1","77 W 68th St #2B"
"1,900","1","3","503 E 83rd St #1-W"
"3,400","3","1","767 9th Ave #3N"
"2,400","1","3","321 E 48th St #2E"
"6,749","3","3","65 W 70th St #6E"
"2,495","1","1","876 Lexington Ave #2A"
"3,500","2","1","35 Christopher St #1A"
"2,429","1","1","419 E 82nd St #4C"
"3,000","2","2","309 E 108th St #5H"
"2,550","1","3","222 E 35th St #2K"
"2,595","1","3","1167 2nd Ave #2S"
"8,995","3","2","40 Harrison St #TH350B"
"3,290","2","1","163 Mulberry St #17"
"3,895","3","1","220 E 95th St #5-C"
"1,900","1","1","133 W 117th St #2"
"4,150","3","1","75 Orchard St #31"
"2,452","1","3","100 Maiden Ln #823"
"3,225","1","1","312 11th Ave #14J"
"1,595","1","1","520 W 174th St #3D"
"3,400","3","1","E 106th St and 2nd Ave"
"3,300","1","1","344 W 47th St #3E"
"2,200","1","2","151 Lexington Ave #1-C"
"3,600","1","1","330 E 46th St #4B"
"3,500","2","1","E 100th St and 1st Ave"
"3,250","1","1","45 Carmine St #1B"
"2,895","2","1","1st Ave and E 91st St"
"3,275","1","1","139 W 75th St #8"
"5,200","1","1","530 W 30th St #36892"
"750","2","1","515 W 175th St"
"4,200","3","2","157 E 57th St #15B"
"1,950","1","2","906 Amsterdam Ave #2C"
"6,900","2","2","78-80 Leonard St #2E"
"3,999","2","1","W 31st St and Ave Of The Americas"
"3,150","4","1","973 Amsterdam Ave #2N"
"1,795","1","2","3333 Broadway #E22J"
"2,100","1","1","485 Columbus Ave #1A"
"9,200","4","3","147 W 79th St #1516"
"4,300","1","1","145 4th Ave #6"
"2,150","1","1","29 Cooper St #4A"
