SHELTER_ID,the_geom,CORNER,LOCATION,AT_BETWEEN,IN_SERVICE,LONGITUDE,LATITUDE
BR02278,POINT (-73.944205 40.712844),SW,GRAHAM AV,AINSLIE ST,Y,-73.944205,40.712844
BR02279,POINT (-73.950506 40.721549),SE,LORIMER ST,DRIGGS AV,Y,-73.950506,40.721549
BR02280,POINT (-73.944685 40.716913),NE,GRAHAM AV,JACKSON ST,Y,-73.944685,40.716913
BR02281,POINT (-73.890925 40.66287200000001),NW,NEW LOTS AV,WYONA ST,Y,-73.890925,40.662872
BR02282,POINT (-73.911037 40.61715),SW,AV U,E 66 ST,Y,-73.911037,40.61715
BR02283,POINT (-73.943814 40.629351),SE,FLATBUSH AV,AV I,Y,-73.943814,40.629351
BR02284,POINT (-73.961716 40.60711),SE,Coney Island Av,KINGS HWY,Y,-73.961716,40.60711
BR02285,POINT (-73.906946 40.656259),SE,HEGEMAN AV,ROCKAWAY AV,Y,-73.906946,40.656259
BR02286,POINT (-73.912613 40.655624),NW,E 98 ST,HEGEMAN AV,Y,-73.912613,40.655624
BR02287,POINT (-73.95802600000002 40.635135),SE,OCEAN AV,FARRAGUT RD,Y,-73.958026,40.635135
BR02289,POINT (-73.97613 40.693448),NW,MYRTLE AV,N PORTLAND AV,Y,-73.97613,40.693448
BR02290,POINT (-73.922993 40.684719),SE,RALPH AV,HALSEY ST,Y,-73.922993,40.684719
BR02291,POINT (-73.923489 40.684901),NW,HALSEY ST,RALPH AV,Y,-73.923489,40.684901
BR02292,POINT (-74.023266 40.634427),SE,BAY RIDGE AV,4 AV,Y,-74.023266,40.634427
BR02293,POINT (-73.947244 40.671385),SE,ST JOHNS PL,NEW YORK AV,Y,-73.947244,40.671385
BR02294,POINT (-73.950556 40.67159),SW,ST JOHNS PL,NOSTRAND AV,Y,-73.950556,40.67159
BR02295,POINT (-73.95023200000001 40.680501),NW,FULTON ST,NOSTRAND AV,Y,-73.950232,40.680501
BR02296,POINT (-73.946812 40.678662),NE,NEW YORK AV,ATLANTIC AV,Y,-73.946812,40.678662
BR02298,POINT (-73.964095 40.617482),SW,AV M,CONEY ISLAND AV,Y,-73.964095,40.617482
BR02299,POINT (-73.943398 40.680301),NW,TOMPKINS AV,FULTON ST,Y,-73.943398,40.680301
BR02301,POINT (-73.947848 40.69022),SE,LAFAYETTE AV,MARCY AV,Y,-73.947848,40.69022
BR02302,POINT (-73.949546 40.681778),SE,HALSEY ST,NOSTRAND AV,Y,-73.949546,40.681778
BR02304,POINT (-73.97882600000001 40.670352),SW,7 AV,3 ST,Y,-73.978826,40.670352
BR02305,POINT (-73.973081 40.653628),SW,Prospect Park Southwest,REEVE PL,Y,-73.973081,40.653628
BR02306,POINT (-73.972706 40.652329),SW,Prospect Park Southwest,GREENWOOD AV,Y,-73.972706,40.652329
BR02307,POINT (-73.941822 40.671261),NE,ST JOHNS PL,KINGSTON AV,Y,-73.941822,40.671261
BR02308,POINT (-73.941717 40.671086),SE,ST JOHNS PL,KINGSTON AV,Y,-73.941717,40.671086
BR02309,POINT (-73.97726800000001 40.659642),SE,Prospect Park Southwest,10 AV,Y,-73.977268,40.659642
BR02310,POINT (-73.920126 40.653067),NE,REMSEN AV,CHURCH AV,Y,-73.920126,40.653067
BR02314,POINT (-74.008003 40.681424),SE,VAN BRUNT ST,SEABRING ST,Y,-74.008003,40.681424
BR02315,POINT (-74.00644 40.682951),SW,VAN BRUNT ST,SUMMIT ST,Y,-74.00644,40.682951
BR02319,POINT (-73.938919 40.67093),SE,ST JOHNS PL,ALBANY AV,Y,-73.938919,40.67093
BR02320,POINT (-73.949887 40.677383),SW,NOSTRAND AV,PACIFIC ST,Y,-73.949887,40.677383
BR02321,POINT (-73.947377 40.672638),NE,NEW YORK AV,STERLING PL,Y,-73.947377,40.672638
BR02322,POINT (-73.947215 40.674402),NE,NEW YORK AV,PROSPECT PL,Y,-73.947215,40.674402
BR02324,POINT (-73.972533 40.632788),SW,18 AV,OCEAN PKWY,Y,-73.972533,40.632788
BR02325,POINT (-73.937533 40.679944000000006),NW,Marcus Garvey Blvd,FULTON ST,Y,-73.937533,40.679944
BR02326,POINT (-73.921761 40.678587),NE,FULTON ST,MACDOUGAL ST,Y,-73.921761,40.678587
BR02327,POINT (-73.916549 40.695223),NW,GATES AV,WILSON AV,Y,-73.916549,40.695223
BR02328,POINT (-73.941519 40.69999),SW,Marcus Garvey Blvd,BROADWAY,Y,-73.941519,40.69999
BR02329,POINT (-73.92244 40.700926),SE,DEKALB AV,Knickerbocker Av,Y,-73.92244,40.700926
BR02330,POINT (-74.013446 40.611226),NW,14 AV,BENSON AV,Y,-74.013446,40.611226
BR02331,POINT (-73.919878 40.645352),NE,RALPH AV,CLARENDON RD,Y,-73.919878,40.645352
BR02334,POINT (-73.997424 40.612087),SW,18 AV,77 ST,Y,-73.997424,40.612087
BR02335,POINT (-73.990553 40.618626),NE,18 AV,66 ST,Y,-73.990553,40.618626
BR02336,POINT (-73.989276 40.619896000000004),NE,18 AV,64 ST,Y,-73.989276,40.619896
BR02337,POINT (-73.985026 40.596741),NE,86 ST,STILLWELL AV,Y,-73.985026,40.596741
BR02338,POINT (-73.982904 40.612582),SW,BAY PKWY,67 ST,Y,-73.982904,40.612582
BR02339,POINT (-74.006211 40.603733),SE,18 AV,BATH AV,Y,-74.006211,40.603733
BR02340,POINT (-74.006413 40.604125),NW,BATH AV,18 AV,Y,-74.006413,40.604125
BR02341,POINT (-73.94268 40.704719),NE,GRAHAM AV,SEIGEL ST,Y,-73.94268,40.704719
BR02342,POINT (-73.94233 40.702599),NE,GRAHAM AV,COOK ST,Y,-73.94233,40.702599
BR02343,POINT (-73.922133 40.698584),NW,WILSON AV,MYRTLE AV,Y,-73.922133,40.698584
BR02344,POINT (-73.970845 40.684787),SE,FULTON ST,CARLTON AV,Y,-73.970845,40.684787
BR02345,POINT (-73.944342 40.714804),NE,GRAHAM AV,METROPOLITAN AV,Y,-73.944342,40.714804
BR02346,POINT (-73.943041 40.706872),NE,GRAHAM AV,JOHNSON AV,Y,-73.943041,40.706872
BR02347,POINT (-73.955756 40.677031),NW,FRANKLIN AV,BERGEN ST,Y,-73.955756,40.677031
BR02350,POINT (-73.947379 40.671568),NE,ST JOHNS PL,NEW YORK AV,Y,-73.947379,40.671568
BR02351,POINT (-73.960206 40.607873),SW,KINGS HWY,E 13 ST,Y,-73.960206,40.607873
BR02352,POINT (-73.99456 40.635513),SW,50 ST,NEW UTRECHT AV,Y,-73.99456,40.635513
BR02353,POINT (-74.016339 40.625992),NW,Ft Hamilton Pkwy,BAY RIDGE PKWY,Y,-74.016339,40.625992
BR02354,POINT (-73.9419 40.671431),NE,KINGSTON AV,ST JOHNS PL,Y,-73.9419,40.671431
BR02355,POINT (-73.953063 40.577096),NW,WEST END AV,ORIENTAL BLVD,Y,-73.953063,40.577096
BR02356,POINT (-73.991329 40.573411),SE,SURF AV,W 25 ST,Y,-73.991329,40.573411
BR02357,POINT (-73.918501 40.632566),NE,RALPH AV,FLATLANDS AV,Y,-73.918501,40.632566
BR02358,POINT (-73.976858 40.596654),NE,AV U,W 5 ST,Y,-73.976858,40.596654
BR02359,POINT (-73.961605 40.605629),NE,Coney Island Av,AV R,Y,-73.961605,40.605629
BR02360,POINT (-73.954045 40.611007),NW,AV P,OCEAN AV,Y,-73.954045,40.611007
BR02361,POINT (-73.961671 40.6027),SW,Coney Island Av,AV S,Y,-73.961671,40.6027
BR02363,POINT (-73.960486 40.587057),SW,Coney Island Av,AV Z,Y,-73.960486,40.587057
BR02366,POINT (-73.976988 40.689829),NE,DEKALB AV,FT GREENE PL,Y,-73.976988,40.689829
BR02367,POINT (-74.003475 40.640902),SE,50 ST,8 AV,Y,-74.003475,40.640902
BR02368,POINT (-73.96042 40.672997),SE,ST JOHNS PL,CLASSON AV,Y,-73.96042,40.672997
BR02370,POINT (-73.937911 40.681817),NW,Marcus Garvey Blvd,MACDONOUGH ST,Y,-73.937911,40.681817
BR02371,POINT (-73.965517 40.586645),SE,AV Z,OCEAN PKWY,Y,-73.965517,40.586645
BR02373,POINT (-73.97381 40.656141),SW,Prospect Park Southwest,TERRACE PL,Y,-73.97381,40.656141
BR02375,POINT (-73.967438 40.581719),NW,OCEAN PKWY,WEST AV,Y,-73.967438,40.581719
BR02377,POINT (-73.929003 40.684141),SE,HALSEY ST,MALCOLM X BLVD,Y,-73.929003,40.684141
BR02378,POINT (-73.938214 40.68334),NW,Marcus Garvey Blvd,HALSEY ST,Y,-73.938214,40.68334
BR02379,POINT (-73.937739 40.683136),SE,HALSEY ST,Marcus Garvey Blvd,Y,-73.937739,40.683136
BR02380,POINT (-73.931603 40.642072),NW,AV D,E 48 ST,Y,-73.931603,40.642072
BR02381,POINT (-73.929812 40.64219),NW,AV D,UTICA AV,Y,-73.929812,40.64219
BR02383,POINT (-74.00338900000001 40.641907),NW,49 ST,8 AV,Y,-74.003389,40.641907
BR02385,POINT (-73.964449 40.682893),SE,FULTON ST,WASHINGTON AV,Y,-73.964449,40.682893
BR02386,POINT (-74.005725 40.673996),SE,LORRAINE ST,HICKS ST,Y,-74.005725,40.673996
BR02389,POINT (-73.943862 40.711916),NE,GRAHAM AV,GRAND ST,Y,-73.943862,40.711916
BR02391,POINT (-73.929891 40.648377),NE,UTICA AV,TILDEN AV,Y,-73.929891,40.648377
BR02392,POINT (-73.99456 40.636573),NE,49 ST,NEW UTRECHT AV,Y,-73.99456,40.636573
BR02393,POINT (-73.983811 40.63945),NE,14 AV,39 ST,Y,-73.983811,40.63945
BR02395,POINT (-73.991147 40.691404),SE,LIVINGSTON ST,COURT ST,Y,-73.991147,40.691404
BR02397,POINT (-73.917151 40.619846),NE,RALPH AV,AV N,Y,-73.917151,40.619846
BR02398,POINT (-73.87029 40.668213),NW,EUCLID AV,LINDEN BLVD,Y,-73.87029,40.668213
BR02399,POINT (-73.86639 40.673513),SE,SUTTER AV,LINCOLN AV,Y,-73.86639,40.673513
BR02400,POINT (-73.96291 40.634243),NE,FOSTER AV,MARLBOROUGH RD,Y,-73.96291,40.634243
BR02401,POINT (-73.957647 40.633125),NE,OCEAN AV,GLENWOOD RD,Y,-73.957647,40.633125
BR02402,POINT (-74.040431 40.621272),SW,SHORE RD,91 ST,Y,-74.040431,40.621272
BR02403,POINT (-73.875471 40.68875),NE,JAMAICA AV,CYPRESS HILLS ST,Y,-73.875471,40.68875
BR02404,POINT (-73.975638 40.620603),NW,BAY PKWY,MCDONALD AV,Y,-73.975638,40.620603
BR02406,POINT (-73.952149 40.691358),NW,DEKALB AV,NOSTRAND AV,Y,-73.952149,40.691358
BR02407,POINT (-74.010037 40.645257),NE,5 AV,50 ST,Y,-74.010037,40.645257
BR02410,POINT (-74.030853 40.623675),NE,3 AV,86 ST,Y,-74.030853,40.623675
BR02412,POINT (-73.924224 40.679086),NE,FULTON ST,BUFFALO AV,Y,-73.924224,40.679086
BR02413,POINT (-73.929658 40.684194),NW,HALSEY ST,MALCOLM X BLVD,Y,-73.929658,40.684194
BR02414,POINT (-73.89558 40.669397),NW,SUTTER AV,Pennsylvania Av,Y,-73.89558,40.669397
BR02415,POINT (-73.923873 40.689149),SE,RALPH AV,GATES AV,Y,-73.923873,40.689149
BR02418,POINT (-73.93036 40.675091),NE,BERGEN ST,UTICA AV,Y,-73.93036,40.675091
BR02420,POINT (-73.998526 40.59693300000001),SE,CROPSEY AV,BAY PKWY,Y,-73.998526,40.596933
BR02421,POINT (-73.942431 40.702077),SW,GRAHAM AV,SEIGEL ST,Y,-73.942431,40.702077
BR02422,POINT (-73.927463 40.625676),SE,UTICA AV,AV K,Y,-73.927463,40.625676
BR02423,POINT (-73.963373 40.59814),NW,AV U,E 8 ST,Y,-73.963373,40.59814
BR02454,POINT (-73.953765 40.610509),SW,KINGS HWY,OCEAN AV,Y,-73.953765,40.610509
BR02455,POINT (-74.032014 40.620879),SE,3 AV,90 ST,Y,-74.032014,40.620879
BR02456,POINT (-73.990095 40.633891),NW,49 ST,14 AV,Y,-73.990095,40.633891
BR02457,POINT (-73.961675 40.698697),NE,CLASSON AV,FLUSHING AV,Y,-73.961675,40.698697
BR02460,POINT (-73.982876 40.657561),SE,Prospect Park West,18 ST,Y,-73.982876,40.657561
BR02462,POINT (-73.950047 40.676825),SW,DEAN ST,NOSTRAND AV,Y,-73.950047,40.676825
BR02464,POINT (-73.970879 40.67415),SW,GRAND ARMY PLZ,PLAZA ST WEST,Y,-73.970879,40.67415
BR02465,POINT (-73.997877 40.67846),SW,COURT ST,3 PL,Y,-73.997877,40.67846
BR02467,POINT (-73.94443 40.714253),SW,GRAHAM AV,METROPOLITAN AV,Y,-73.94443,40.714253
BR02469,POINT (-73.979376 40.643121),NE,MCDONALD AV,CHURCH AV,Y,-73.979376,40.643121
BR02476,POINT (-73.997674 40.572634),SE,SURF AV,W 32 ST,Y,-73.997674,40.572634
BR02477,POINT (-73.945827 40.621833),SE,NOSTRAND AV,AV L,Y,-73.945827,40.621833
BR02478,POINT (-73.953406 40.579002),SW,WEST END AV,OCEAN VIEW AV,Y,-73.953406,40.579002
BR02479,POINT (-73.953287 40.579531),NE,WEST END AV,HAMPTON AV,Y,-73.953287,40.579531
BR02480,POINT (-73.932432 40.584319),NW,EMMONS AV,BRIGHAM ST,Y,-73.932432,40.584319
BR02481,POINT (-73.942921 40.583814),NW,EMMONS AV,E 26 ST,Y,-73.942921,40.583814
BR02482,POINT (-73.936384 40.600951),SW,AV U,BRAGG ST,Y,-73.936384,40.600951
BR02483,POINT (-73.933517 40.60022),NW,GERRITSEN AV,AV V,Y,-73.933517,40.60022
BR02484,POINT (-73.94975100000002 40.588545),NW,AV Z,OCEAN AV,Y,-73.949751,40.588545
BR02485,POINT (-73.940848 40.595706),SE,NOSTRAND AV,AV W,Y,-73.940848,40.595706
BR02486,POINT (-73.9413 40.598068),SE,NOSTRAND AV,AV V,Y,-73.9413,40.598068
BR02487,POINT (-73.951834 40.59941),NW,AV U,OCEAN AV,Y,-73.951834,40.59941
BR02489,POINT (-73.970851 40.590397),SE,AV X,W 1 ST,Y,-73.970851,40.590397
BR02490,POINT (-73.941182 40.59607),NW,NOSTRAND AV,AV W,Y,-73.941182,40.59607
BR02491,POINT (-73.976071 40.644311),NW,CHURCH AV,E 5 ST,Y,-73.976071,40.644311
BR02492,POINT (-73.977104 40.643687),SE,CHURCH AV,E 3 ST,Y,-73.977104,40.643687
BR02494,POINT (-74.03582 40.612167),SW,SHORE RD,4 AV,Y,-74.03582,40.612167
BR02495,POINT (-73.94514 40.718569),SW,GRAHAM AV,RICHARDSON ST,Y,-73.94514,40.718569
BR02496,POINT (-73.91289 40.601209),SE,FLATBUSH AV,2875 Flatbush Av ( Toys R Us ),Y,-73.91289,40.601209
BR02497,POINT (-73.954496 40.582921),SW,NEPTUNE AV,SHORE BLVD,Y,-73.954496,40.582921
BR02498,POINT (-73.986103 40.640422),SE,39 ST,13  AV,Y,-73.986103,40.640422
BR0250,POINT (-73.997526 40.691012),SE,Atlantic Av,HICKS ST,Y,-73.997526,40.691012
BR02504,POINT (-73.947614 40.670118),NE,NEW YORK AV,EASTERN PKWY,Y,-73.947614,40.670118
BR02505,POINT (-73.999319 40.57301700000001),NW,W 33 ST,SURF AV,Y,-73.999319,40.573017
BR02507,POINT (-73.960238 40.587605),NE,Coney Island Av,AV Z,Y,-73.960238,40.587605
BR02508,POINT (-73.974046 40.588939),NE,SHELL RD,BOUCK CT,Y,-73.974046,40.588939
BR02509,POINT (-73.974016 40.585704),SE,AV Z,SHELL RD,Y,-73.974016,40.585704
BR02512,POINT (-73.98068 40.676262),SW,5 AV,UNION ST,Y,-73.98068,40.676262
BR02514,POINT (-73.96896 40.689225),SE,VANDERBILT AV,DEKALB AV,Y,-73.96896,40.689225
BR02515,POINT (-74.001583 40.574844),NE,MERMAID AV,W 36 ST,Y,-74.001583,40.574844
BR02516,POINT (-73.992835 40.575661),SW,MERMAID AV,W 27 ST,Y,-73.992835,40.575661
BR02517,POINT (-73.929473 40.679369),NW,FULTON ST,MALCOLM X BLVD,Y,-73.929473,40.679369
BR02519,POINT (-73.939516 40.67113),NW,ST JOHNS PL,ALBANY AV,Y,-73.939516,40.67113
BR0252,POINT (-73.994691 40.690438),SE,Atlantic Av,CLINTON ST,Y,-73.994691,40.690438
BR02520,POINT (-73.940808 40.682712),SE,THROOP AV,HALSEY ST,Y,-73.940808,40.682712
BR02521,POINT (-73.933932 40.670659),SW,ST JOHNS PL,SCHENECTADY AV,Y,-73.933932,40.670659
BR02522,POINT (-73.92523700000001 40.593096),SE,GERRITSEN AV,EVERETT AV,Y,-73.925237,40.593096
BR02523,POINT (-73.927339 40.595005),SE,GERRITSEN AV,CHANNEL AV,Y,-73.927339,40.595005
BR02525,POINT (-73.923799 40.591804),SE,GERRITSEN AV,GOTHAM AV,Y,-73.923799,40.591804
BR02526,POINT (-74.00649 40.648619),NE,5 AV,44 ST,Y,-74.00649,40.648619
BR02528,POINT (-73.93049 40.69221),SE,LAFAYETTE ST,MALCOLM X BLVD,Y,-73.93049,40.69221
BR02529,POINT (-73.946531 40.695611),SW,MYRTLE AV,TOMPKINS AV,Y,-73.946531,40.695611
BR02530,POINT (-73.940889 40.696247),SW,MYRTLE AV,Marcus Garvey Blvd,Y,-73.940889,40.696247
BR02533,POINT (-73.992414 40.635279),NW,49 ST,13 AV,Y,-73.992414,40.635279
BR02534,POINT (-73.919679 40.652874),SE,CHURCH AV,REMSEN AV,Y,-73.919679,40.652874
BR02536,POINT (-73.924296 40.646736),NE,BEVERLY RD,KINGS HWY,Y,-73.924296,40.646736
BR02537,POINT (-73.986066 40.661678),NW,7 AV,PROSPECT AV,Y,-73.986066,40.661678
BR02538,POINT (-73.993377 40.572966),SE,SURF AV,W 28 ST,Y,-73.993377,40.572966
BR02539,POINT (-73.998788 40.629082000000004),NW,60 ST,13 AV,Y,-73.998788,40.629082
BR02540,POINT (-73.93192 40.641898),SE,AV D,SCHENECTADY AV,Y,-73.93192,40.641898
BR02541,POINT (-73.990332 40.696077),SE,TILLARY ST,CADMAN PLZ EAST,Y,-73.990332,40.696077
BR02542,POINT (-73.939248 40.726178),NW,NASSAU AV,HAUSMAN ST,Y,-73.939248,40.726178
BR02543,POINT (-73.985695 40.690742),SW,FULTON ST,HOYT ST,Y,-73.985695,40.690742
BR02544,POINT (-73.983195 40.689742),SW,FULTON ST,BOND ST,Y,-73.983195,40.689742
BR02545,POINT (-73.945017 40.690541),SE,LAFAYETTE AV,TOMPKINS AV,Y,-73.945017,40.690541
BR02547,POINT (-73.946698 40.696908),SW,TOMPKINS AV,Martin Luther King Pl,Y,-73.946698,40.696908
BR02548,POINT (-73.93813900000002 40.696728),NW,MYRTLE AV,LEWIS AV,Y,-73.938139,40.696728
BR02549,POINT (-73.962928 40.674592),NE,STERLING PL,WASHINGTON AV,Y,-73.962928,40.674592
BR02550,POINT (-73.92508 40.670177),SE,ST JOHNS PL,BUFFALO AV,Y,-73.92508,40.670177
BR02552,POINT (-73.925221 40.673266),NW,BUFFALO AV,PROSPECT PL,Y,-73.925221,40.673266
BR02554,POINT (-73.931442 40.668554),SW,EASTERN PKWY,UTICA AV,Y,-73.931442,40.668554
BR02555,POINT (-73.979935 40.647239),SE,CATON AV,MCDONALD AV,Y,-73.979935,40.647239
BR02556,POINT (-73.972463 40.604144),SW,KINGS HWY,MCDONALD AV,Y,-73.972463,40.604144
BR02557,POINT (-73.971914 40.604269),NE,KINGS HWY,MCDONALD AV,Y,-73.971914,40.604269
BR02558,POINT (-73.962154 40.662958),SE,FLATBUSH AV,EMPIRE BLVD,Y,-73.962154,40.662958
BR02559,POINT (-73.96214900000001 40.662523),SW,FLATBUSH AV,OCEAN AV,Y,-73.962149,40.662523
BR02560,POINT (-73.95804 40.636417),SE,FOSTER AV,OCEAN AV,Y,-73.95804,40.636417
BR02567,POINT (-73.983552 40.672637),SW,5 AV,3 ST,Y,-73.983552,40.672637
BR02568,POINT (-73.951507 40.599091),SW,OCEAN AV,AV U,Y,-73.951507,40.599091
BR02571,POINT (-74.004127 40.673548),SE,LORRAINE ST,HENRY ST,Y,-74.004127,40.673548
BR02572,POINT (-73.958454 40.669561),SW,FRANKLIN AV,UNION ST,Y,-73.958454,40.669561
BR02573,POINT (-73.961359 40.671011),SE,CLASSON AV,EASTERN PKWY,Y,-73.961359,40.671011
BR02575,POINT (-73.941405 40.687201),SE,GATES AV,THROOP AV,Y,-73.941405,40.687201
BR02576,POINT (-73.990913 40.69595),SE,Cadman Plz West,TILLARY ST,Y,-73.990913,40.69595
BR02577,POINT (-73.95707800000001 40.665443),SW,BEDFORD AV,MONTGOMERY ST,Y,-73.957078,40.665443
BR02578,POINT (-73.953536 40.69956700000001),NW,LEE AV,FLUSHING AV,Y,-73.953536,40.699567
BR02579,POINT (-73.913651 40.656553),SW,E 98 ST,CHURCH AV,Y,-73.913651,40.656553
BR02580,POINT (-73.951015 40.68611),SW,GATES AV,NOSTRAND AV,Y,-73.951015,40.68611
BR02582,POINT (-73.919267 40.63702),SW,RALPH AV,FARRAGUT RD,Y,-73.919267,40.63702
BR02584,POINT (-74.011733 40.673826),NW,DWIGHT ST,VAN DYKE ST,Y,-74.011733,40.673826
BR02585,POINT (-73.972584 40.685869),SE,GREENE AV,FULTON ST,Y,-73.972584,40.685869
BR02586,POINT (-73.957197 40.689372),NW,FRANKLIN AV,LAFAYETTE AV,Y,-73.957197,40.689372
BR02587,POINT (-73.947971 40.663902),SE,NEW YORK AV,EMPIRE BLVD,Y,-73.947971,40.663902
BR02588,POINT (-73.928151 40.632938),NE,AV H,UTICA AV,Y,-73.928151,40.632938
BR02589,POINT (-73.928342 40.633921),SE,UTICA AV,KINGS HWY,Y,-73.928342,40.633921
BR02590,POINT (-73.926901 40.688871),SE,GATES AV,PATCHEN AV,Y,-73.926901,40.688871
BR02591,POINT (-73.905822 40.639935),SW,REMSEN AV,FLATLANDS AV,Y,-73.905822,40.639935
BR02592,POINT (-73.9677 40.580553),NW,OCEAN PKWY,NEPTUNE AV,Y,-73.9677,40.580553
BR02593,POINT (-73.962147 40.687068),SE,GREENE AV,GRAND AV,Y,-73.962147,40.687068
BR02594,POINT (-73.967501 40.580176),SE,OCEAN PKWY,NEPTUNE AV,Y,-73.967501,40.580176
BR02595,POINT (-73.954897 40.67184),SW,ST JOHNS PL,BEDFORD AV,Y,-73.954897,40.67184
BR02596,POINT (-73.951029 40.599345),SE,AV U,OCEAN AV,Y,-73.951029,40.599345
BR02597,POINT (-73.994876 40.645906),NE,39 ST,9 AV,Y,-73.994876,40.645906
BR02598,POINT (-73.925059 40.673155),NE,BUFFALO AV,PROSPECT PL,Y,-73.925059,40.673155
BR02599,POINT (-73.926516 40.613094),NW,FLATBUSH AV,AV S,Y,-73.926516,40.613094
BR02600,POINT (-73.931726 40.663767),NW,UTICA AV,EMPIRE BLVD,Y,-73.931726,40.663767
BR02601,POINT (-73.931451 40.66387),NE,UTICA AV,EMPIRE BLVD,Y,-73.931451,40.66387
BR02602,POINT (-73.98722 40.622203),NE,18 AV,60 ST,Y,-73.98722,40.622203
BR02603,POINT (-73.985418 40.598253),NE,STILLWELL AV,AV T,Y,-73.985418,40.598253
BR02605,POINT (-73.962337 40.63435),SW,FOSTER AV,E 16 ST,Y,-73.962337,40.63435
BR02606,POINT (-73.947824 40.686594),NW,GATES AV,MARCY AV,Y,-73.947824,40.686594
BR02608,POINT (-73.948293 40.706486),SW,LORIMER ST,MONTROSE AV,Y,-73.948293,40.706486
BR02609,POINT (-73.940469 40.717989),NW,KINGSLAND AV,WITHERS ST,Y,-73.940469,40.717989
BR02610,POINT (-73.984361 40.605559),SW,KINGS HWY,W 11 ST,Y,-73.984361,40.605559
BR02611,POINT (-73.973644 40.604267),SE,KINGS HWY,VAN SICLEN ST,Y,-73.973644,40.604267
BR02612,POINT (-73.947964 40.704588),NW,LORIMER ST,BROADWAY,Y,-73.947964,40.704588
BR02614,POINT (-74.014009 40.645435),SW,52 ST,4 AV,Y,-74.014009,40.645435
BR02615,POINT (-74.00944 40.646069),SW,5 AV,48 ST,Y,-74.00944,40.646069
BR02616,POINT (-73.950186 40.588344),SE,AV Z,E 19 ST,Y,-73.950186,40.588344
BR02617,POINT (-73.917282 40.669001),NE,SARATOGA AV,PITKIN AV,Y,-73.917282,40.669001
BR02620,POINT (-73.957709 40.692501),SW,FRANKLIN AV,WILLOUGHBY AV,Y,-73.957709,40.692501
BR02621,POINT (-73.961814 40.66984500000001),NE,CLASSON AV,PRESIDENT ST,Y,-73.961814,40.669845
BR02622,POINT (-73.965149 40.686721),SE,GREENE AV,WASHINGTON AV,Y,-73.965149,40.686721
BR02623,POINT (-73.931931 40.663449),SW,EMPIRE BLVD,UTICA AV,Y,-73.931931,40.663449
BR02624,POINT (-73.947936 40.705835),NE,LORIMER ST,BOERUM ST,Y,-73.947936,40.705835
BR02625,POINT (-73.970564 40.590584),NW,AV X,WEST ST,Y,-73.970564,40.590584
BR02626,POINT (-74.023068 40.614278),SW,7 AV,92 ST,Y,-74.023068,40.614278
BR02628,POINT (-73.929036 40.679429),NW,MALCOLM X BLVD,FULTON ST,Y,-73.929036,40.679429
BR02629,POINT (-73.998583 40.615074),NW,BAY RIDGE PKWY,17 AV,Y,-73.998583,40.615074
BR02630,POINT (-74.010548 40.645003),SW,5 AV,50 ST,Y,-74.010548,40.645003
BR02631,POINT (-73.95110000000001 40.723909),SW,BEDFORD AV,MANHATTAN AV,Y,-73.9511,40.723909
BR02633,POINT (-73.948115 40.70421),SW,BROADWAY,LORIMER ST,Y,-73.948115,40.70421
BR02634,POINT (-73.940592 40.594343),NE,NOSTRAND AV,AV X,Y,-73.940592,40.594343
BR02635,POINT (-73.926251 40.614326),SE,UTICA AV,FILLMORE AV,Y,-73.926251,40.614326
BR02637,POINT (-73.951227 40.61129),SE,KINGS HWY,E 22 ST,Y,-73.951227,40.61129
BR02638,POINT (-73.89941100000001 40.658945),SW,NEW LOTS AV,VAN SINDEREN AV,Y,-73.899411,40.658945
BR02639,POINT (-73.947972 40.633917),SW,GLENWOOD RD,NOSTRAND AV,Y,-73.947972,40.633917
BR02939,POINT (-74.009733 40.611658),NW,86 ST,15 AV,Y,-74.009733,40.611658
BR02640,POINT (-73.940235 40.718017),NE,KINGSLAND AV,WITHERS ST,Y,-73.940235,40.718017
BR02642,POINT (-73.944783 40.716374),SW,GRAHAM AV,JACKSON ST,Y,-73.944783,40.716374
BR02643,POINT (-73.931401 40.585211),SW,KNAPP ST,Shore Pkwy Srv Rd South,Y,-73.931401,40.585211
BR02644,POINT (-73.935414 40.63249),NW,AV H,E 43 ST,Y,-73.935414,40.63249
BR02645,POINT (-73.903153 40.665103),NW,DUMONT AV,POWELL ST,Y,-73.903153,40.665103
BR02646,POINT (-73.882347 40.651962),SE,VANDALIA AV,BETHEL LOOP,Y,-73.882347,40.651962
BR02647,POINT (-73.88155 40.653179),SW,VANDALIA AV,VAN SICLEN AV,Y,-73.88155,40.653179
BR02648,POINT (-74.013695 40.613807),SE,86 ST,13 AV,Y,-74.013695,40.613807
BR02649,POINT (-73.932745 40.688198),SE,GATES AV,STUYVESANT AV,Y,-73.932745,40.688198
BR02651,POINT (-74.013386 40.631688),NE,8 AV,67 ST,Y,-74.013386,40.631688
BR02652,POINT (-73.907358 40.656006),SW,ROCKAWAY AV,HEGEMAN AV,Y,-73.907358,40.656006
BR02653,POINT (-73.907415 40.670256),NW,PITKIN AV,Mother Gaston Blvd,Y,-73.907415,40.670256
BR02654,POINT (-73.902179 40.665211),NW,DUMONT AV,JUNIUS ST,Y,-73.902179,40.665211
